Invoice No.,Billing Type,Company Code,Plant,Plant Name,Head Office,Invoice Date,Tax Invoice No.,Accounting Doc No.,Bill to Party,Bill to Party Name,Bill to Party PAN,Bill to Party GST No,Bill To State Code,Bill to State Name,Bill To District,Ship To Party,Ship To Party Name,Ship To PAN,Ship To GST No,Ship To State Code,Ship To State Name,Ship To District,Ship To City,Pay To Party,Pay To Party Name,Material Group 1,Material Group 1 Des,Item Code,Item Description,HSN Code,Batch Number,Sale Unit (UOM),Batch Quantity,Free/Sale,Mfg. Date,Exp Date,Exchange Rate,MRP,PTR,Sale Rate,Sales Amount,Discount %,Discount Amount,Net Amount,Plate Charges,Freight,Taxable Amount,IGST Rate,IGST Amount,CGST Rate,CGST Amount,SGST Rate,SGST Amount,Total Amt After Tax,TCS Base,TCS Amount,Round Off,Grand Total,Party Order No,Party Order Date,Vehicle No,LR No,Transporter Name,Payment Term,No of Boxes,Gross Weight of Prod,Distribution Channel,Division,Division Description,Sales Office,Sales Office Descrip,Sales Group,Sales Group Descript,Material Group,Material Group Descr,IRN No,Acknowledgement No,Eway Bill No,Shipment No.,Shipment Cost,Freight Amount,Service Entry Sheet,Freight PO NO,Sales Empolyee,HQ Code,Hospital Name
0090000740,S1,1000,1000,,,11-12-2023,EX2312700003,100000004,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,004,Zealand,,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,004,Zealand,,OTHER COUNTRY,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,1400000002,Cipronir 100 ML,30049099,0000000115,EA,10.000,Sales,15.11.2021,15.11.2023,70.00,1199,900.00,0.25,-2.50,0.00,0.00,-2.50,0.00,0.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.50,12,06-01-2022,HP12A5755,,,"14 days 2%, 30/1,5%, 45 net",5,"1,000.000",20,01,Pharma Product,O001,Mumbai Sales Office,G03,Exports,,,,,,,,0.00,,,,,
0090000741,ZECI,1000,1000,,,11-12-2023,EX2312700004,90000012,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,004,Zealand,,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,004,Zealand,,OTHER COUNTRY,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,1400000002,Cipronir 100 ML,30049099,0000000115,EA,10.000,Sales,15.11.2021,15.11.2023,70.00,1199,900.00,17.50,175.00,0.00,0.00,175.00,0.00,0.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,12,06-01-2022,HP12A5755,,,"14 days 2%, 30/1,5%, 45 net",5,"1,000.000",20,01,Pharma Product,O001,Mumbai Sales Office,G03,Exports,,,,,,,,0.00,,,,,
0090000742,S1,1000,1000,,,11-12-2023,EX2312700004,100000005,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,004,Zealand,,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,004,Zealand,,OTHER COUNTRY,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,1400000002,Cipronir 100 ML,30049099,0000000115,EA,10.000,Sales,15.11.2021,15.11.2023,70.00,1199,900.00,0.25,-2.50,0.00,0.00,-2.50,0.00,0.00,-2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.50,12,06-01-2022,HP12A5755,,,"14 days 2%, 30/1,5%, 45 net",5,"1,000.000",20,01,Pharma Product,O001,Mumbai Sales Office,G03,Exports,,,,,,,,0.00,,,,,
0090000743,ZECI,1000,1000,,,11-12-2023,EX2312700005,90000013,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,004,Zealand,,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,004,Zealand,,OTHER COUNTRY,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,1400000002,Cipronir 100 ML,30049099,0000000115,EA,10.000,Sales,15.11.2021,15.11.2023,70.00,1199,900.00,17.50,175.00,0.00,0.00,175.00,0.00,0.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,12,06-01-2022,HP12A5755,,,"14 days 2%, 30/1,5%, 45 net",5,"1,000.000",20,01,Pharma Product,O001,Mumbai Sales Office,G03,Exports,,,,,,,,0.00,,,,,
0090000744,ZECI,1000,1000,,,11-12-2023,EX2312700006,90000014,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,004,Zealand,,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,004,Zealand,,OTHER COUNTRY,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,1400000018,AB DOLE 400 TABLET (10X10X1) Injections,30041090,998761,EA,1.000,Sales,13.01.2022,19.09.2025,70.00,,,17.50,17.50,0.00,0.00,17.50,0.00,0.00,17.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.50,test,11-12-2023,MH19BK1153,0742,GAURI POLYMERS,"14 days 2%, 30/1,5%, 45 net",0,0.110,20,01,Pharma Product,,,,,,,7a6c33bf209df9f558306c4abe4dd96759648a48e80b605bbf2b55fd0bbab572,152310022696979,,1259,,0.00,,,,,
0090000745,ZECI,1000,1101,,,12-12-2023,EX2310200001,90000015,10000007,JOHNSON PVT LTD,AABAF3344A,,ON,Ontario,,10000007,JOHNSON PVT LTD,AABAF3344A,,ON,Ontario,,TORONTO,10000007,JOHNSON PVT LTD,,,1400000016,Cipronir 100 ML,26011110,CFTGH00001,EA,10.000,Sales,31.10.2023,30.09.2025,76.15,,,40.36,403.60,0.00,0.00,403.60,0.00,0.00,403.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,403.60,KYK_51,01-12-2023,,,,Pay immediately w/o deduction,0,"1,000.000",20,01,Pharma Product,O001,Mumbai Sales Office,G04,IV Plant,,,,,,,,0.00,,,E0357,A00053,
0090000747,S1,1000,1000,,,11-12-2023,EX2312700006,100000006,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,004,Zealand,,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,004,Zealand,,OTHER COUNTRY,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,1400000018,AB DOLE 400 TABLET (10X10X1) Injections,30041090,998761,EA,1.000,Sales,13.01.2022,19.09.2025,70.00,,,0.25,-0.25,0.00,0.00,-0.25,0.00,0.00,-0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.25,test,11-12-2023,MH19BK1153,0742,GAURI POLYMERS,"14 days 2%, 30/1,5%, 45 net",0,0.110,20,01,Pharma Product,,,,,,,,,,1259,,0.00,,,,,
0090000748,ZECI,1000,1000,,,12-12-2023,EX2312700007,90000016,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,004,Zealand,,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,004,Zealand,,OTHER COUNTRY,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,1400000018,AB DOLE 400 TABLET (10X10X1) Injections,30041090,998761,EA,1.000,Sales,13.01.2022,19.09.2025,70.00,,,17.50,17.50,0.00,0.00,17.50,0.00,0.00,17.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.50,test,11-12-2023,MH19BK1153,0742,GAURI POLYMERS,"14 days 2%, 30/1,5%, 45 net",0,0.110,20,01,Pharma Product,,,,,,,c8dd4fa54187d7f4edad49b01ddd490888f55e81d96d378a49bd04a589d42c5d,152310022691673,541008896740,1259,,0.00,,,,,
0090000749,ZECI,1000,1101,,,13-12-2023,EX2310200002,90000017,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,BEAU-BASSIN,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,1400000018,AB DOLE 400 TABLET (10X10X1) Injections,30041090,CHAGT00001,EA,10.000,Sales,31.10.2023,30.09.2025,70.00,,,17.50,175.00,0.00,0.00,175.00,0.00,0.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,SAPMMIT,13-12-2023,,,,50% Adv. & 50% before Dispatch,0,1.100,20,01,Pharma Product,O001,Mumbai Sales Office,G03,Exports,,,92f3926d6acf340680c72c9761b90e3e2f2a06bfdc0f15fa9e1269913fa9aa19,152310022696562,,,,0.00,,,0000005432,ANANTAPUR,
0090000750,ZECI,1000,1101,,,13-12-2023,EX2310200003,90000018,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,BEAU-BASSIN,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,1400000018,AB DOLE 400 TABLET (10X10X1) Injections,30041090,CHAGT00001,EA,10.000,Sales,31.10.2023,30.09.2025,70.00,,,17.50,175.00,0.00,0.00,175.00,0.00,0.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,SAPMMIT,13-12-2023,CH09K0199,ASDK011,AISHWARYA TEST VENDOR 6,50% Adv. & 50% before Dispatch,0,1.100,20,01,Pharma Product,O001,Mumbai Sales Office,G03,Exports,,,19e18e05c06d39f10c0cf32c8ec74083ad7abe9cc66efb6723ea114fcfd2533f,152310022696571,,1260,,0.00,,,0000005432,ANANTAPUR,
0090000751,ZECI,1000,1000,,,13-12-2023,EX2312700008,90000019,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,004,Zealand,,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,004,Zealand,,OTHER COUNTRY,10000021,AL-AZZANI STORES FOR MEDICINES TRAD,,,1400000018,AB DOLE 400 TABLET (10X10X1) Injections,30041090,998761,EA,10.000,Sales,13.01.2022,19.09.2025,70.00,,,17.50,175.00,0.00,0.00,175.00,0.00,0.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,test,11-12-2023,MH19BK1158,0747,GAURI POLYMERS,"14 days 2%, 30/1,5%, 45 net",0,1.100,20,01,Pharma Product,,,,,,,97166a8d6afe7d57d67e884e8c1c2a98f31716a0f33bdf3c13cf4f6d408e4f25,152310022696377,,1261,,0.00,,,,,
0090000752,ZECI,1000,1101,,,16-12-2023,EX2310200004,90000020,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,BEAU-BASSIN,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,1400000018,AB DOLE 400 TABLET (10X10X1) Injections,30041090,CHAGT00001,EA,10.000,Sales,31.10.2023,30.09.2025,70.00,,,17.50,175.00,0.00,0.00,175.00,0.00,0.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,SAPMMIT,16-12-2023,,,,50% Adv. & 50% before Dispatch,0,1.100,20,01,Pharma Product,O001,Mumbai Sales Office,G03,Exports,,,c31adb60f79c480eea132ebecc3d1607cc775ed1647458846f262ad1ba4d42c4,152310022696614,,,,0.00,,,0000005432,ANANTAPUR,
0090000753,ZECI,1000,1101,,,16-12-2023,EX2310200005,90000021,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,BEAU-BASSIN,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,1400000018,AB DOLE 400 TABLET (10X10X1) Injections,30041090,CHAGT00001,EA,10.000,Sales,31.10.2023,30.09.2025,70.00,,,17.50,175.00,0.00,0.00,175.00,0.00,0.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,SAPMMIT,16-12-2023,CH09A0199,ASDK1612,AISHWARYA TEST VENDOR 6,50% Adv. & 50% before Dispatch,0,1.100,20,01,Pharma Product,O001,Mumbai Sales Office,G03,Exports,,,a50b5246f5460d6c7326503630dacf789471b9c163d655e805fb68310a864327,152310022696793,,1262,1076,0.00,,,0000005432,ANANTAPUR,
0090000760,ZECI,1000,1102,,,16-12-2023,EX2311100001,90000022,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,BEAU-BASSIN,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,1400000018,AB DOLE 400 TABLET (10X10X1) Injections,30041090,0000000375,EA,10.000,Sales,16.12.2023,30.11.2025,70.00,,,17.50,175.00,0.00,0.00,175.00,0.00,0.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,SAPMMIT,16-12-2023,CH09C0199,ASDK202316,AISHWARYA TEST VENDOR 6,50% Adv. & 50% before Dispatch,0,1.100,20,01,Pharma Product,O001,Mumbai Sales Office,G03,Exports,,,,,,1264,,0.00,,,0000005432,ANANTAPUR,
0090000763,ZDOM,1000,1000,,,16-12-2023,DI2312700045,90000023,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,004,Ethical,1400000002,Cipronir,30049099,0000000121,PC,15.000,Sales,15.11.2021,30.11.2025,1.00,310,100.00,100.00,"1,666.70",3.00,50.00,"1,616.70",0.00,0.00,"1,616.70",12.00,194.00,6.00,97.00,6.00,97.00,388.00,0.00,0.00,0.30,"2,005.00",tes527237,16-12-2023,,,,"14 days 2%, 30 net",0,18.700,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000763,ZDOM,1000,1000,,,16-12-2023,DI2312700045,90000023,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,004,Ethical,1400000002,Cipronir,30049099,0000000121,PC,2.000,Free,15.11.2021,30.11.2025,1.00,310,100.00,100.00,222.20,100.00,222.20,0.00,0.00,0.00,0.00,12.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,tes527237,16-12-2023,,,,"14 days 2%, 30 net",0,0.000,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000764,ZDOM,1000,1000,,,16-12-2023,DI2312700046,90000024,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,004,Ethical,1400000002,Cipronir,30049099,0000000121,PC,15.000,Sales,15.11.2021,30.11.2025,1.00,310,100.00,100.00,"1,666.70",3.00,50.00,"1,616.70",0.00,0.00,"1,616.70",12.00,194.00,6.00,97.00,6.00,97.00,388.00,0.00,0.00,0.30,"2,005.00",62ghje,16-12-2023,,,,"14 days 2%, 30 net",0,20.900,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000764,ZDOM,1000,1000,,,16-12-2023,DI2312700046,90000024,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,002,Generic,1400000018,AB DOLE 400 TABLET (10X10X1) Injections,30041090,998761,BAG,2.000,Free,13.01.2022,19.09.2025,1.00,,,90.00,"3,600.00",100.00,"3,600.00",0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62ghje,16-12-2023,,,,"14 days 2%, 30 net",0,0.000,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000766,ZDOM,1000,1000,,,16-12-2023,DI2312700047,90000025,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,004,Ethical,1400000002,Cipronir,30049099,0000000121,PC,15.000,Sales,15.11.2021,30.11.2025,1.00,310,100.00,100.00,"1,666.70",3.00,50.00,"1,616.70",0.00,0.00,"1,616.70",12.00,194.00,6.00,97.00,6.00,97.00,388.00,0.00,0.00,0.30,"2,005.00",7389303,16-12-2023,,,,"14 days 2%, 30 net",0,20.900,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000766,ZDOM,1000,1000,,,16-12-2023,DI2312700047,90000025,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,002,Generic,1400000018,AB DOLE 400 TABLET (10X10X1) Injections,30041090,998761,BAG,2.000,Free,13.01.2022,19.09.2025,1.00,,,90.00,"3,600.00",100.00,"3,600.00",0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7389303,16-12-2023,,,,"14 days 2%, 30 net",0,0.000,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000767,ZDOM,1000,1000,,,16-12-2023,DI2312700048,90000026,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,004,Ethical,1400000002,Cipronir,30049099,0000000121,PC,15.000,Sales,15.11.2021,30.11.2025,1.00,310,100.00,100.00,"1,666.70",3.00,50.00,"1,616.70",0.00,0.00,"1,616.70",12.00,194.00,6.00,97.00,6.00,97.00,388.00,0.00,0.00,0.09,"2,004.79",9383,16-12-2023,,,,"14 days 2%, 30 net",0,20.900,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000767,ZDOM,1000,1000,,,16-12-2023,DI2312700048,90000026,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,002,Generic,1400000018,AB DOLE 400 TABLET (10X10X1) Injections,30041090,998761,BAG,2.000,Sales,13.01.2022,19.09.2025,1.00,,,90.00,"3,600.00",3.00,108.00,"3,492.00",0.00,0.00,"3,492.00",12.00,419.04,0.00,0.00,0.00,0.00,419.04,0.00,0.00,0.17,"3,911.21",9383,16-12-2023,,,,"14 days 2%, 30 net",0,0.000,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000770,ZDOM,1000,1000,,,18-12-2023,DI2312700049,,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,004,Ethical,1400000002,Cipronir,30049099,0000000121,PC,50.000,Sales,15.11.2021,30.11.2025,1.00,310,100.00,100.00,"5,555.60",3.00,166.67,"5,388.93",0.00,0.00,"5,388.93",12.00,646.67,0.00,0.00,0.00,0.00,646.67,0.00,0.00,0.01,"6,035.61",TEST,18-12-2023,,,,"14 days 2%, 30 net",0,281.600,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000770,ZDOM,1000,1000,,,18-12-2023,DI2312700049,,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,004,Ethical,1400000002,Cipronir,30049099,0000000121,PC,2.000,Free,15.11.2021,30.11.2025,1.00,310,100.00,100.00,222.20,100.00,222.20,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,TEST,18-12-2023,,,,"14 days 2%, 30 net",0,0.000,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000770,ZDOM,1000,1000,,,18-12-2023,DI2312700049,,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,002,Generic,1400000018,AB DOLE 400 TABLET (10X10X1) Injections,30041090,998761,BAG,100.000,Sales,00.00.0000,31.12.2025,1.00,,,90.00,"1,80,000.00",3.00,"5,400.00","1,74,600.00",0.00,0.00,"1,74,600.00",12.00,"20,952.00",0.00,0.00,0.00,0.00,"20,952.00",0.00,0.00,0.39,"1,95,552.39",TEST,18-12-2023,,,,"14 days 2%, 30 net",0,0.000,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000770,ZDOM,1000,1000,,,18-12-2023,DI2312700049,,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,002,Generic,1400000018,AB DOLE 400 TABLET (10X10X1) Injections,30041090,998761,BAG,2.000,Free,00.00.0000,31.12.2025,1.00,,,90.00,"3,600.00",100.00,"3,600.00",0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,TEST,18-12-2023,,,,"14 days 2%, 30 net",0,0.000,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000771,ZDOM,1000,1000,,,18-12-2023,DI2312700050,,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,004,Ethical,1400000002,Cipronir,30049099,0000000121,EA,50.000,Sales,15.11.2021,30.11.2025,1.00,310,100.00,100.00,555.60,3.00,16.67,538.93,0.00,0.00,538.93,12.00,64.67,0.00,0.00,0.00,0.00,64.67,0.00,0.00,0.40,604.00,test,18-12-2023,,,,"14 days 2%, 30 net",0,6.050,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000771,ZDOM,1000,1000,,,18-12-2023,DI2312700050,,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,004,Ethical,1400000002,Cipronir,30049099,0000000121,EA,5.000,Free,15.11.2021,30.11.2025,1.00,310,100.00,100.00,55.60,100.00,55.60,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,test,18-12-2023,,,,"14 days 2%, 30 net",0,0.000,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000772,ZDOM,1000,1000,,,18-12-2023,DI2312700051,,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,004,Ethical,1400000002,Cipronir,30049099,0000000121,PC,50.000,Sales,15.11.2021,30.11.2025,1.00,310,100.00,100.00,"5,555.60",3.00,166.67,"5,388.93",0.00,0.00,"5,388.93",12.00,646.67,0.00,0.00,0.00,0.00,646.67,0.00,0.00,0.40,"6,036.00",test,18-12-2023,,,,"14 days 2%, 30 net",0,60.500,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000772,ZDOM,1000,1000,,,18-12-2023,DI2312700051,,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,004,Ethical,1400000002,Cipronir,30049099,0000000121,PC,5.000,Free,15.11.2021,30.11.2025,1.00,310,100.00,100.00,555.60,100.00,555.60,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,test,18-12-2023,,,,"14 days 2%, 30 net",0,0.000,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000773,ZDOM,1000,1000,,,18-12-2023,DI2312700052,,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,004,Ethical,1400000002,Cipronir,30049099,0000000121,KG,50.000,Sales,15.11.2021,30.11.2025,1.00,310,100.00,100.00,"5,000.00",3.00,150.00,"4,850.00",0.00,0.00,"4,850.00",12.00,582.00,0.00,0.00,0.00,0.00,582.00,0.00,0.00,0.00,"5,432.00",test,18-12-2023,,,,"14 days 2%, 30 net",0,54.450,10,01,Pharma Product,,,,,004,Ethical,27d5be906fc973220aa264dd4c6522d25a96793fe4e035c93c53872f217f6ccb,152310022700661,,,,0.00,,,,,
