Customer Code,Customer Name,Customer Group,Profit Center,Document No.,Document Type,Invoice Date,Due Date,Reference No.,Reference Date,Balanace Due,Due Days,Doubtful Debt,Not Due,Billing Type,Sales Group,Sales Organization,Division,Billing Document,000to30Days,31to60Days,61to90Days,91to120Days,121to150Days,151to180Days,Above 180 Days,Legal,Written Off
0010004847,LABORATE PHARMACEUTICALS INDIA LTD.,IV,0000001101,0090001998,RV,30-06-2023,30-06-2023,DI2310200555,30-06-2023,"7,50,400.00",263,"7,50,400.00",0.00,ZDOM,G04,1000,01,0090018746,0.00,0.00,0.00,0.00,0.00,0.00,"7,50,400.00",,0.00
0010008869,SUDHANANDA PHARMACEUTICALS,Et,0000001305,0090002001,RV,30-06-2023,30-06-2023,DI2312100202,30-06-2023,"2,160.00",263,"2,160.00",0.00,ZDOM,G09,1000,01,0090018753,0.00,0.00,0.00,0.00,0.00,0.00,"2,160.00",,0.00
0010008936,URMILA MEDICAL AGENCIES,IN,0000001101,0090002400,RV,30-06-2023,30-06-2023,DI2310200557,30-06-2023,"1,05,840.00",263,"1,05,840.00",0.00,ZDOM,G10,1000,01,0090018756,0.00,0.00,0.00,0.00,0.00,0.00,"1,05,840.00",,0.00
0010008535,BISWAJEET PHARMACEUTICALS,Et,0000001305,0090002002,RV,30-06-2023,30-06-2023,DI2312100203,30-06-2023,"5,400.00",263,"5,400.00",0.00,ZDOM,G09,1000,01,0090018758,0.00,0.00,0.00,0.00,0.00,0.00,"5,400.00",,0.00
0010008539,DEVI MEDICAL STORE,Et,0000001305,0090002003,RV,30-06-2023,30-06-2023,DI2312100204,30-06-2023,"5,400.00",263,"5,400.00",0.00,ZDOM,G09,1000,01,0090018759,0.00,0.00,0.00,0.00,0.00,0.00,"5,400.00",,0.00
0010008949,P.P. ENTERPRISES,CC,0000001302,0090002004,RV,30-06-2023,30-06-2023,DI2310900308,30-06-2023,"64,686.00",263,"64,686.00",0.00,ZDOM,G08,1000,01,0090018761,0.00,0.00,0.00,0.00,0.00,0.00,"64,686.00",,0.00
0010008543,GAYATRI PHARMA,Et,0000001305,0090002005,RV,30-06-2023,30-06-2023,DI2312100205,30-06-2023,"5,400.00",263,"5,400.00",0.00,ZDOM,G09,1000,01,0090018762,0.00,0.00,0.00,0.00,0.00,0.00,"5,400.00",,0.00
0010008922,KEONJHAR MEDICAL AGENCY,Et,0000001305,0090002006,RV,30-06-2023,30-06-2023,DI2312100206,30-06-2023,"2,160.00",263,"2,160.00",0.00,ZDOM,G09,1000,01,0090018763,0.00,0.00,0.00,0.00,0.00,0.00,"2,160.00",,0.00
0010008368,MEDICINES,,0000001305,0090002008,RV,30-06-2023,30-06-2023,DI2312100207,30-06-2023,"5,400.00",263,"5,400.00",0.00,ZDOM,G09,1000,01,0090018765,0.00,0.00,0.00,0.00,0.00,0.00,"5,400.00",,0.00
0010008768,SAMAL PHARMACEUTICALS,Et,0000001305,0090002010,RV,30-06-2023,30-06-2023,DI2312100209,30-06-2023,"5,400.00",263,"5,400.00",0.00,ZDOM,G09,1000,01,0090018770,0.00,0.00,0.00,0.00,0.00,0.00,"5,400.00",,0.00
0010008930,SYNERGY ASSOCIATES,IN,0000001101,0090002012,RV,30-06-2023,30-06-2023,DI2310200558,30-06-2023,"34,494.00",263,"34,494.00",0.00,ZDOM,G10,1000,01,0090018774,0.00,0.00,0.00,0.00,0.00,0.00,"34,494.00",,0.00
0010008568,SHRI GANESH PHARMA,Et,0000001304,0090002013,RV,30-06-2023,30-06-2023,DI2310700088,30-06-2023,"4,480.00",263,"4,480.00",0.00,ZDOM,G09,1000,01,0090018776,0.00,0.00,0.00,0.00,0.00,0.00,"4,480.00",,0.00
0010008957,HITECH PHARMA,Et,0000001305,0090002014,RV,30-06-2023,30-06-2023,DI2312100211,30-06-2023,"3,240.00",263,"3,240.00",0.00,ZDOM,G09,1000,01,0090018777,0.00,0.00,0.00,0.00,0.00,0.00,"3,240.00",,0.00
0010008971,M/S P.K. AGENCIES,Et,0000001305,0090002015,RV,30-06-2023,30-06-2023,DI2312100212,30-06-2023,"2,160.00",263,"2,160.00",0.00,ZDOM,G09,1000,01,0090018778,0.00,0.00,0.00,0.00,0.00,0.00,"2,160.00",,0.00
0010008359,GOURI PHARMACEUTICALS,01,0000001305,0090002016,RV,30-06-2023,30-06-2023,DI2312100213,30-06-2023,"2,160.00",263,"2,160.00",0.00,ZDOM,G09,1000,01,0090018779,0.00,0.00,0.00,0.00,0.00,0.00,"2,160.00",,0.00
0010008862,M/S.MAA MANIKESWARI PHARMACEUTICALS,Et,0000001305,0090002018,RV,30-06-2023,30-06-2023,DI2312100214,30-06-2023,"2,160.00",263,"2,160.00",0.00,ZDOM,G09,1000,01,0090018781,0.00,0.00,0.00,0.00,0.00,0.00,"2,160.00",,0.00
0010008668,TECHNO HEALTH CARE,CC,0000001200,0090002019,RV,30-06-2023,30-06-2023,DI2310300205,30-06-2023,"72,713.00",263,"72,713.00",0.00,ZDOM,G08,1000,01,0090018782,0.00,0.00,0.00,0.00,0.00,0.00,"72,713.00",,0.00
0010008935,LORVEN PHARMA AND SURGICALS,IN,0000001101,0090002204,RV,30-06-2023,30-06-2023,DI2310200559,30-06-2023,"16,856.00",263,"16,856.00",0.00,ZDOM,G10,1000,01,0090018783,0.00,0.00,0.00,0.00,0.00,0.00,"16,856.00",,0.00
0010008890,OM SHRI DISTRIBUTORS,Et,0000001304,0090002021,RV,30-06-2023,30-06-2023,DI2310700089,30-06-2023,"57,225.00",263,"57,225.00",0.00,ZDOM,G09,1000,01,0090018785,0.00,0.00,0.00,0.00,0.00,0.00,"57,225.00",,0.00
0010009344,JAGDAMBA DISTRIBUTOR,Et,0000001302,0090002022,RV,30-06-2023,30-06-2023,DI2310900310,30-06-2023,"10,458.00",263,"10,458.00",0.00,ZDOM,G09,1000,01,0090018787,0.00,0.00,0.00,0.00,0.00,0.00,"10,458.00",,0.00
0010009343,KAVACH ENTERPRISES,CC,0000001200,0090002023,RV,30-06-2023,30-06-2023,DI2310300207,30-06-2023,"92,928.00",263,"92,928.00",0.00,ZDOM,G08,1000,01,0090018788,0.00,0.00,0.00,0.00,0.00,0.00,"92,928.00",,0.00
0010008846,AARK PHARMA,Et,0000001200,0090002026,RV,30-06-2023,30-06-2023,DI2310900311,30-06-2023,"2,016.00",263,"2,016.00",0.00,ZDOM,G09,1000,01,0090018793,0.00,0.00,0.00,0.00,0.00,0.00,"2,016.00",,0.00
0010008836,SWATI MEDICARE PVT LTD,IV,0000001101,0090002027,RV,30-06-2023,30-06-2023,DI2310200561,30-06-2023,"4,04,838.00",263,"4,04,838.00",0.00,ZDOM,G04,1000,01,0090018794,0.00,0.00,0.00,0.00,0.00,0.00,"4,04,838.00",,0.00
0010007917,PUJA PHARMACEUTICALS,Et,0000001301,0090002028,RV,30-06-2023,30-06-2023,DI2311000316,30-06-2023,"14,112.00",263,"14,112.00",0.00,ZDOM,G09,1000,01,0090018796,0.00,0.00,0.00,0.00,0.00,0.00,"14,112.00",,0.00
0010008888,SANSMR HEALTHCARE PVT LTD,Et,0000001304,0090002029,RV,30-06-2023,30-06-2023,DI2310700090,30-06-2023,"21,280.00",263,"21,280.00",0.00,ZDOM,G09,1000,01,0090018798,0.00,0.00,0.00,0.00,0.00,0.00,"21,280.00",,0.00
0010008488,CHARAN MEDICOSE,Et,0000001302,0090002030,RV,30-06-2023,30-06-2023,DI2310900312,30-06-2023,"15,120.00",263,"15,120.00",0.00,ZDOM,G09,1000,01,0090018806,0.00,0.00,0.00,0.00,0.00,0.00,"15,120.00",,0.00
0010008527,BISHNUPRIYA TRADING CO.,Et,0000001305,0090002031,RV,30-06-2023,30-06-2023,DI2312100215,30-06-2023,"9,990.00",263,"9,990.00",0.00,ZDOM,G09,1000,01,0090018810,0.00,0.00,0.00,0.00,0.00,0.00,"9,990.00",,0.00
0010008351,AMIT MEDICAL AGENCIES,,0000001305,0090002032,RV,30-06-2023,30-06-2023,DI2312100216,30-06-2023,"11,160.00",263,"11,160.00",0.00,ZDOM,G09,1000,01,0090018815,0.00,0.00,0.00,0.00,0.00,0.00,"11,160.00",,0.00
0010008955,MISHIKA PHARMACEUTICALS,Et,0000001305,0090002033,RV,30-06-2023,30-06-2023,DI2312100217,30-06-2023,"4,995.00",263,"4,995.00",0.00,ZDOM,G09,1000,01,0090018817,0.00,0.00,0.00,0.00,0.00,0.00,"4,995.00",,0.00
0010008377,SANGEETA DISTRIBUTOR,,0000001305,0090002035,RV,30-06-2023,30-06-2023,DI2312100218,30-06-2023,"25,041.00",263,"25,041.00",0.00,ZDOM,G09,1000,01,0090018821,0.00,0.00,0.00,0.00,0.00,0.00,"25,041.00",,0.00
0010008569,KAMALA ENTERPRISES,Et,0000001305,0090002036,RV,30-06-2023,30-06-2023,DI2312100219,30-06-2023,"11,160.00",263,"11,160.00",0.00,ZDOM,G09,1000,01,0090018823,0.00,0.00,0.00,0.00,0.00,0.00,"11,160.00",,0.00
0010008420,MAA AMBEY ENTERPRISES,IN,0000001101,0090002037,RV,30-06-2023,30-06-2023,DI2310200563,30-06-2023,"10,24,508.00",263,"10,24,508.00",0.00,ZDOM,G04,1000,01,0090018824,0.00,0.00,0.00,0.00,0.00,0.00,"10,24,508.00",,0.00
0010008350,AMBIKA DISTRIBUTORS,,0000001305,0090002038,RV,30-06-2023,30-06-2023,DI2312100220,30-06-2023,"22,320.00",263,"22,320.00",0.00,ZDOM,G09,1000,01,0090018828,0.00,0.00,0.00,0.00,0.00,0.00,"22,320.00",,0.00
0010006390,DEO DRUG AGENCY,Et,0000001301,0090002040,RV,30-06-2023,30-06-2023,DI2311000317,30-06-2023,"5,400.00",263,"5,400.00",0.00,ZDOM,G09,1000,01,0090018830,0.00,0.00,0.00,0.00,0.00,0.00,"5,400.00",,0.00
0010008907,SARMA DRUG DISTRIBUTOR,Et,0000001306,0090002041,RV,30-06-2023,30-06-2023,DI2311800119,30-06-2023,"25,200.00",263,"25,200.00",0.00,ZDOM,G08,1000,01,0090018832,0.00,0.00,0.00,0.00,0.00,0.00,"25,200.00",,0.00
0010008376,ROUTRAY SURGICALS & PHARMACEUTICALS,,0000001305,0090002042,RV,30-06-2023,30-06-2023,DI2312100221,30-06-2023,"22,320.00",263,"22,320.00",0.00,ZDOM,G09,1000,01,0090018833,0.00,0.00,0.00,0.00,0.00,0.00,"22,320.00",,0.00
0010008652,BHARAT AGENCIES,IN,0000001101,0090002043,RV,30-06-2023,30-06-2023,DI2310200564,30-06-2023,"10,82,001.00",263,"10,82,001.00",0.00,ZDOM,G10,1000,01,0090018835,0.00,0.00,0.00,0.00,0.00,0.00,"10,82,001.00",,0.00
0010006390,DEO DRUG AGENCY,Et,0000001301,0090002044,RV,30-06-2023,30-06-2023,DI2311000318,30-06-2023,"11,268.00",263,"11,268.00",0.00,ZDOM,G09,1000,01,0090018836,0.00,0.00,0.00,0.00,0.00,0.00,"11,268.00",,0.00
0010008535,BISWAJEET PHARMACEUTICALS,Et,0000001305,0090002045,RV,30-06-2023,30-06-2023,DI2312100222,30-06-2023,"23,139.00",263,"23,139.00",0.00,ZDOM,G09,1000,01,0090018838,0.00,0.00,0.00,0.00,0.00,0.00,"23,139.00",,0.00
0010006644,B M PHARMA & HEALTHCARE PVT. LTD.,CC,0000001306,0090002046,RV,30-06-2023,30-06-2023,DI2311800120,30-06-2023,"12,163.00",263,"12,163.00",0.00,ZDOM,G08,1000,01,0090018841,0.00,0.00,0.00,0.00,0.00,0.00,"12,163.00",,0.00
0010008699,DAISY MEDICAL AGENCY,Et,0000001302,0090002047,RV,30-06-2023,30-06-2023,DI2310900313,30-06-2023,"21,280.00",263,"21,280.00",0.00,ZDOM,G09,1000,01,0090018842,0.00,0.00,0.00,0.00,0.00,0.00,"21,280.00",,0.00
0010008435,AARADHYA MEDICAL AGENCY,Et,0000001302,0090002048,RV,30-06-2023,30-06-2023,DI2310900314,30-06-2023,"36,951.00",263,"36,951.00",0.00,ZDOM,G09,1000,01,0090018845,0.00,0.00,0.00,0.00,0.00,0.00,"36,951.00",,0.00
0010008543,GAYATRI PHARMA,Et,0000001305,0090002049,RV,30-06-2023,30-06-2023,DI2312100223,30-06-2023,"23,229.00",263,"23,229.00",0.00,ZDOM,G09,1000,01,0090018847,0.00,0.00,0.00,0.00,0.00,0.00,"23,229.00",,0.00
0010008368,MEDICINES,,0000001305,0090002050,RV,30-06-2023,30-06-2023,DI2312100224,30-06-2023,"22,320.00",263,"22,320.00",0.00,ZDOM,G09,1000,01,0090018849,0.00,0.00,0.00,0.00,0.00,0.00,"22,320.00",,0.00
0010008527,BISHNUPRIYA TRADING CO.,Et,0000001305,0090002051,RV,30-06-2023,30-06-2023,DI2312100225,30-06-2023,"12,544.00",263,"12,544.00",0.00,ZDOM,G09,1000,01,0090018851,0.00,0.00,0.00,0.00,0.00,0.00,"12,544.00",,0.00
0010003403,PRATIVA ENTERPRISE,CC,0000001306,0090002053,RV,30-06-2023,30-06-2023,DI2311800121,30-06-2023,"23,296.00",263,"23,296.00",0.00,ZDOM,G08,1000,01,0090018853,0.00,0.00,0.00,0.00,0.00,0.00,"23,296.00",,0.00
0010008377,SANGEETA DISTRIBUTOR,,0000001305,0090002054,RV,30-06-2023,30-06-2023,DI2312100226,30-06-2023,"4,704.00",263,"4,704.00",0.00,ZDOM,G09,1000,01,0090018855,0.00,0.00,0.00,0.00,0.00,0.00,"4,704.00",,0.00
0010005188,JBL PHARMA,CC,0000001306,0090002055,RV,30-06-2023,30-06-2023,DI2311800122,30-06-2023,"72,741.00",263,"72,741.00",0.00,ZDOM,G08,1000,01,0090018856,0.00,0.00,0.00,0.00,0.00,0.00,"72,741.00",,0.00
0010008569,KAMALA ENTERPRISES,Et,0000001305,0090002056,RV,30-06-2023,30-06-2023,DI2312100227,30-06-2023,"4,704.00",263,"4,704.00",0.00,ZDOM,G09,1000,01,0090018857,0.00,0.00,0.00,0.00,0.00,0.00,"4,704.00",,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090002057,RV,30-06-2023,30-06-2023,DI2310200565,30-06-2023,"2,15,255.00",263,"2,15,255.00",0.00,ZDOM,G04,1000,01,0090018859,0.00,0.00,0.00,0.00,0.00,0.00,"2,15,255.00",,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090002058,RV,30-06-2023,30-06-2023,DI2310200566,30-06-2023,"1,79,379.00",263,"1,79,379.00",0.00,ZDOM,G04,1000,01,0090018860,0.00,0.00,0.00,0.00,0.00,0.00,"1,79,379.00",,0.00
0010001155,SUNRISE PHARMACEUTICALS,CC,0000001306,0090002059,RV,30-06-2023,30-06-2023,DI2311800123,30-06-2023,"18,497.00",263,"18,497.00",0.00,ZDOM,G08,1000,01,0090018861,0.00,0.00,0.00,0.00,0.00,0.00,"18,497.00",,0.00
0010004707,KHUBCHANDANI BUSINESS MACHINE,IV,0000001101,0090002060,RV,30-06-2023,30-06-2023,DI2310200567,30-06-2023,"3,99,399.00",263,"3,99,399.00",0.00,ZDOM,G04,1000,01,0090018862,0.00,0.00,0.00,0.00,0.00,0.00,"3,99,399.00",,0.00
0010009344,JAGDAMBA DISTRIBUTOR,Et,0000001302,0090002061,RV,30-06-2023,30-06-2023,DI2310900316,30-06-2023,"5,400.00",263,"5,400.00",0.00,ZDOM,G09,1000,01,0090018863,0.00,0.00,0.00,0.00,0.00,0.00,"5,400.00",,0.00
0010009342,RADHEY KRISHNA MEDICAL AGENCY,Et,0000001302,0090002062,RV,30-06-2023,30-06-2023,DI2310900317,30-06-2023,"5,400.00",263,"5,400.00",0.00,ZDOM,G09,1000,01,0090018865,0.00,0.00,0.00,0.00,0.00,0.00,"5,400.00",,0.00
0010008908,RATAN PHARMA,Et,0000001302,0090002063,RV,30-06-2023,30-06-2023,DI2310900318,30-06-2023,"2,520.00",263,"2,520.00",0.00,ZDOM,G09,1000,01,0090018867,0.00,0.00,0.00,0.00,0.00,0.00,"2,520.00",,0.00
0010001068,SSC PHARMA INC,CC,0000001200,0090002064,RV,30-06-2023,30-06-2023,DI2310300209,30-06-2023,"6,27,502.00",263,"6,27,502.00",0.00,ZDOM,G08,1000,01,0090018873,0.00,0.00,0.00,0.00,0.00,0.00,"6,27,502.00",,0.00
0010001710,SHREE TRADERS,CC,0000001302,0090002066,RV,30-06-2023,30-06-2023,DI2310900319,30-06-2023,"21,798.00",263,"21,798.00",0.00,ZDOM,G08,1000,01,0090018877,0.00,0.00,0.00,0.00,0.00,0.00,"21,798.00",,0.00
0010005331,KARTIK ENTERPRISES,CC,0000001302,0090002067,RV,30-06-2023,30-06-2023,DI2310900320,30-06-2023,"20,774.00",263,"20,774.00",0.00,ZDOM,G08,1000,01,0090018880,0.00,0.00,0.00,0.00,0.00,0.00,"20,774.00",,0.00
0000001301,Aishwarya Healthcare,,0000001200,0090002068,RV,30-06-2023,30-06-2023,DI2310300210,30-06-2023,"14,280.00",263,"14,280.00",0.00,ZST2,,1000,01,0090018885,0.00,0.00,0.00,0.00,0.00,0.00,"14,280.00",,0.00
0000001302,Aishwarya Healthcare,,0000001200,0090002069,RV,30-06-2023,30-06-2023,DI2310300211,30-06-2023,"17,136.00",263,"17,136.00",0.00,ZST2,,1000,01,0090018886,0.00,0.00,0.00,0.00,0.00,0.00,"17,136.00",,0.00
0010004707,KHUBCHANDANI BUSINESS MACHINE,IV,0000001101,0090002071,RV,30-06-2023,30-06-2023,DI2310200570,30-06-2023,"3,99,399.00",263,"3,99,399.00",0.00,ZDOM,G04,1000,01,0090018889,0.00,0.00,0.00,0.00,0.00,0.00,"3,99,399.00",,0.00
0010008936,URMILA MEDICAL AGENCIES,IN,0000001101,0090002072,RV,30-06-2023,30-06-2023,DI2310200571,30-06-2023,"8,28,800.00",263,"8,28,800.00",0.00,ZDOM,G10,1000,01,0090018894,0.00,0.00,0.00,0.00,0.00,0.00,"8,28,800.00",,0.00
0010008824,PUSHPAK PHARMA,Et,0000001306,0090002073,RV,30-06-2023,30-06-2023,DI2311800124,30-06-2023,"7,164.00",263,"7,164.00",0.00,ZDOM,G08,1000,01,0090018899,0.00,0.00,0.00,0.00,0.00,0.00,"7,164.00",,0.00
0010008939,SURJYA DRUG DISTRIBUTOR,Et,0000001306,0090002075,RV,30-06-2023,30-06-2023,DI2311800125,30-06-2023,"22,320.00",263,"22,320.00",0.00,ZDOM,G08,1000,01,0090018903,0.00,0.00,0.00,0.00,0.00,0.00,"22,320.00",,0.00
0010008923,D K DRUG DISTRIBUTOR,Et,0000001306,0090002076,RV,30-06-2023,30-06-2023,DI2311800126,30-06-2023,"5,400.00",263,"5,400.00",0.00,ZDOM,G08,1000,01,0090018907,0.00,0.00,0.00,0.00,0.00,0.00,"5,400.00",,0.00
0010008356,BHARAT MEDICINE CHEMBER,,0000001304,0090002077,RV,30-06-2023,30-06-2023,DI2310700091,30-06-2023,"46,619.00",263,"46,619.00",0.00,ZDOM,G09,1000,01,0090018908,0.00,0.00,0.00,0.00,0.00,0.00,"46,619.00",,0.00
0010008825,A G DRUG AGENCY,Et,0000001306,0090002078,RV,30-06-2023,30-06-2023,DI2311800127,30-06-2023,"5,400.00",263,"5,400.00",0.00,ZDOM,G08,1000,01,0090018910,0.00,0.00,0.00,0.00,0.00,0.00,"5,400.00",,0.00
0010008946,ARUSH DRUGS AND SURGICAL,Et,0000001306,0090002079,RV,30-06-2023,30-06-2023,DI2311800128,30-06-2023,"5,400.00",263,"5,400.00",0.00,ZDOM,G08,1000,01,0090018911,0.00,0.00,0.00,0.00,0.00,0.00,"5,400.00",,0.00
0010008824,PUSHPAK PHARMA,Et,0000001306,0090002080,RV,30-06-2023,30-06-2023,DI2311800129,30-06-2023,"5,400.00",263,"5,400.00",0.00,ZDOM,G08,1000,01,0090018913,0.00,0.00,0.00,0.00,0.00,0.00,"5,400.00",,0.00
0010008907,SARMA DRUG DISTRIBUTOR,Et,0000001306,0090002081,RV,30-06-2023,30-06-2023,DI2311800130,30-06-2023,"5,400.00",263,"5,400.00",0.00,ZDOM,G08,1000,01,0090018915,0.00,0.00,0.00,0.00,0.00,0.00,"5,400.00",,0.00
0010008358,PALLABI DRUG DISTRIBUTORS,Et,0000001306,0090002082,RV,30-06-2023,30-06-2023,DI2311800131,30-06-2023,"5,400.00",263,"5,400.00",0.00,ZDOM,G08,1000,01,0090018916,0.00,0.00,0.00,0.00,0.00,0.00,"5,400.00",,0.00
0010007165,B.B. ENTERPRISE,Et,0000001306,0090002083,RV,30-06-2023,30-06-2023,DI2311800132,30-06-2023,"34,524.00",263,"34,524.00",0.00,ZDOM,G08,1000,01,0090018917,0.00,0.00,0.00,0.00,0.00,0.00,"34,524.00",,0.00
0010008923,D K DRUG DISTRIBUTOR,Et,0000001306,0090002084,RV,30-06-2023,30-06-2023,DI2311800133,30-06-2023,"1,680.00",263,"1,680.00",0.00,ZDOM,G08,1000,01,0090018921,0.00,0.00,0.00,0.00,0.00,0.00,"1,680.00",,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090002085,RV,30-06-2023,30-06-2023,DI2310200572,30-06-2023,"2,97,192.00",263,"2,97,192.00",0.00,ZDOM,G04,1000,01,0090018922,0.00,0.00,0.00,0.00,0.00,0.00,"2,97,192.00",,0.00
0010008370,NEW RAMESHWARAM PHARMA,,0000001301,0090002086,RV,30-06-2023,30-06-2023,DI2311000319,30-06-2023,"2,352.00",263,"2,352.00",0.00,ZDOM,G09,1000,01,0090018923,0.00,0.00,0.00,0.00,0.00,0.00,"2,352.00",,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090002087,RV,30-06-2023,30-06-2023,DI2310200573,30-06-2023,"9,69,301.00",263,"9,69,301.00",0.00,ZDOM,G04,1000,01,0090018925,0.00,0.00,0.00,0.00,0.00,0.00,"9,69,301.00",,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090002088,RV,30-06-2023,30-06-2023,DI2310200574,30-06-2023,"21,269.00",263,"21,269.00",0.00,ZDOM,G04,1000,01,0090018926,0.00,0.00,0.00,0.00,0.00,0.00,"21,269.00",,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090002089,RV,30-06-2023,30-06-2023,DI2310200575,30-06-2023,"11,816.00",263,"11,816.00",0.00,ZDOM,G04,1000,01,0090018927,0.00,0.00,0.00,0.00,0.00,0.00,"11,816.00",,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090002090,RV,30-06-2023,30-06-2023,DI2310200576,30-06-2023,"11,816.00",263,"11,816.00",0.00,ZDOM,G04,1000,01,0090018928,0.00,0.00,0.00,0.00,0.00,0.00,"11,816.00",,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090002091,RV,30-06-2023,30-06-2023,DI2310200577,30-06-2023,"3,13,124.00",263,"3,13,124.00",0.00,ZDOM,G04,1000,01,0090018929,0.00,0.00,0.00,0.00,0.00,0.00,"3,13,124.00",,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090002092,RV,30-06-2023,30-06-2023,DI2310200578,30-06-2023,"16,542.00",263,"16,542.00",0.00,ZDOM,G04,1000,01,0090018931,0.00,0.00,0.00,0.00,0.00,0.00,"16,542.00",,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090002093,RV,30-06-2023,30-06-2023,DI2310200579,30-06-2023,"34,266.00",263,"34,266.00",0.00,ZDOM,G04,1000,01,0090018932,0.00,0.00,0.00,0.00,0.00,0.00,"34,266.00",,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090002094,RV,30-06-2023,30-06-2023,DI2310200580,30-06-2023,"35,448.00",263,"35,448.00",0.00,ZDOM,G04,1000,01,0090018933,0.00,0.00,0.00,0.00,0.00,0.00,"35,448.00",,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090002095,RV,30-06-2023,30-06-2023,DI2310200581,30-06-2023,"8,47,567.00",263,"8,47,567.00",0.00,ZDOM,G04,1000,01,0090018935,0.00,0.00,0.00,0.00,0.00,0.00,"8,47,567.00",,0.00
0000002100,AISHWARYA LIFESCIENCES,,0000001101,0090002096,RV,30-06-2023,30-06-2023,DI2310200582,30-06-2023,"1,32,048.00",263,"1,32,048.00",0.00,IV,,1000,01,0090018937,0.00,0.00,0.00,0.00,0.00,0.00,"1,32,048.00",,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090002097,RV,30-06-2023,30-06-2023,DI2310200583,30-06-2023,"9,01,320.00",263,"9,01,320.00",0.00,ZDOM,G04,1000,01,0090018939,0.00,0.00,0.00,0.00,0.00,0.00,"9,01,320.00",,0.00
0000001304,AISHWARYA HEALTHCARE,,0000001200,0090002098,RV,30-06-2023,30-06-2023,DI2310300212,30-06-2023,"8,568.00",263,"8,568.00",0.00,ZST2,,1000,01,0090018940,0.00,0.00,0.00,0.00,0.00,0.00,"8,568.00",,0.00
0000001306,AISHWARYA HEALTHCARE-GUWAHATI,,0000001200,0090002099,RV,30-06-2023,30-06-2023,DI2310300213,30-06-2023,"5,712.00",263,"5,712.00",0.00,ZST2,,1000,01,0090018941,0.00,0.00,0.00,0.00,0.00,0.00,"5,712.00",,0.00
0000001305,AISHWARYA HEALTHCARE,,0000001200,0090002100,RV,30-06-2023,30-06-2023,DI2310300214,30-06-2023,"10,282.00",263,"10,282.00",0.00,ZST2,,1000,01,0090018943,0.00,0.00,0.00,0.00,0.00,0.00,"10,282.00",,0.00
0010008946,ARUSH DRUGS AND SURGICAL,Et,0000001306,0090002101,RV,30-06-2023,30-06-2023,DI2311800134,30-06-2023,"8,928.00",263,"8,928.00",0.00,ZDOM,G08,1000,01,0090018948,0.00,0.00,0.00,0.00,0.00,0.00,"8,928.00",,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090002103,RV,30-06-2023,30-06-2023,DI2310200585,30-06-2023,"31,718.00",263,"31,718.00",0.00,ZDOM,G04,1000,01,0090018954,0.00,0.00,0.00,0.00,0.00,0.00,"31,718.00",,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090002104,RV,30-06-2023,30-06-2023,DI2310200586,30-06-2023,"1,50,431.00",263,"1,50,431.00",0.00,ZDOM,G10,1000,01,0090018955,0.00,0.00,0.00,0.00,0.00,0.00,"1,50,431.00",,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090002105,RV,30-06-2023,30-06-2023,DI2310200587,30-06-2023,"33,040.00",263,"33,040.00",0.00,ZDOM,G04,1000,01,0090018956,0.00,0.00,0.00,0.00,0.00,0.00,"33,040.00",,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090002106,RV,30-06-2023,30-06-2023,DI2310200588,30-06-2023,"1,65,200.00",263,"1,65,200.00",0.00,ZDOM,G04,1000,01,0090018957,0.00,0.00,0.00,0.00,0.00,0.00,"1,65,200.00",,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090002107,RV,30-06-2023,30-06-2023,DI2310200589,30-06-2023,"16,520.00",263,"16,520.00",0.00,ZDOM,G04,1000,01,0090018958,0.00,0.00,0.00,0.00,0.00,0.00,"16,520.00",,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090002108,RV,30-06-2023,30-06-2023,DI2310200590,30-06-2023,"13,216.00",263,"13,216.00",0.00,ZDOM,G04,1000,01,0090018959,0.00,0.00,0.00,0.00,0.00,0.00,"13,216.00",,0.00
