Invoice No.,Billing Type,Company Code,Plant,Plant Name,Head Office,Invoice Date,Tax Invoice No.,Accounting Doc No.,Bill to Party,Bill to Party Name,Bill to Party PAN,Bill to Party GST No,Bill To State Code,Bill to State Name,Bill To District,Ship To Party,Ship To Party Name,Ship To PAN,Ship To GST No,Ship To State Code,Ship To State Name,Ship To District,Ship To City,Pay To Party,Pay To Party Name,Material Group 1,Material Group 1 Des,Line Item No.,Item Code,Item Description,HSN Code,Batch Number,GL Account,Sale Unit (UOM),Batch Quantity,Free/Sale,Mfg. Date,Exp Date,Exchange Rate,MRP,PTR,Sale Rate,Sales Amount,Discount %,Discount Amount,Net Amount,Plate Charges,Freight,Taxable Amount,IGST Rate,IGST Amount,CGST Rate,CGST Amount,SGST Rate,SGST Amount,Total Amt After Tax,TCS Base,TCS Amount,Round Off,Grand Total,Party Order No,Party Order Date,Vehicle No,LR No,Transporter Name,Payment Term,No of Boxes,Gross Weight of Prod,Distribution Channel,Division,Division Description,Sales Office,Sales Office Descrip,Sales Group,Sales Group Descript,Material Group,Material Group Descr,IRN No,Acknowledgement No,Eway Bill No,Shipment No.,Shipment Cost,Freight Amount,Service Entry Sheet,Freight PO NO,Sales Empolyee,HQ Code,Hospital Name
0090034041,ZDOM,1000,1301,C&F-Classic Marketing & Associates,,06-05-2024,DI2411000013,0090000311,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,ROHTAS,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,004,Ethical,141,1400003227,CILATONE - 10 TABS (10x15),30049099,CBFW305001,0030000001,STP,10.000,Free,01.05.2023,01.04.2025,1.00,"140,25","100,18",90.16,901.60,100.00,901.60,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,01,30-04-2024,,2425022742,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,4792e036ed6990d6d08765f08035af700634ffe56847706153ad06f9794005e8,182416140752391,,,,0.00,,,,,
0090034041,ZDOM,1000,1301,C&F-Classic Marketing & Associates,,06-05-2024,DI2411000013,0090000311,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,ROHTAS,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,004,Ethical,171,1400003278,NERVIGOR CAPS (10x1x10),30049099,CD-222982,0030000001,STP,50.000,Sales,01.03.2023,01.02.2025,1.00,"199,00","134,92",140.72,"7,036.00",0.00,0.00,"7,036.00",0.00,0.00,"7,036.00",0.00,0.00,6.00,422.16,6.00,422.16,"7,880.32",0.00,0.00,-0.06,"7,880.26",01,30-04-2024,,2425022742,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,4792e036ed6990d6d08765f08035af700634ffe56847706153ad06f9794005e8,182416140752391,,,,0.00,,,,,
0090034041,ZDOM,1000,1301,C&F-Classic Marketing & Associates,,06-05-2024,DI2411000013,0090000311,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,ROHTAS,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,004,Ethical,181,1400003278,NERVIGOR CAPS (10x1x10),30049099,CD-222982,0030000001,STP,10.000,Free,01.03.2023,01.02.2025,1.00,"199,00","134,92",140.72,"1,407.20",100.00,"1,407.20",0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,01,30-04-2024,,2425022742,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,4792e036ed6990d6d08765f08035af700634ffe56847706153ad06f9794005e8,182416140752391,,,,0.00,,,,,
0090034041,ZDOM,1000,1301,C&F-Classic Marketing & Associates,,06-05-2024,DI2411000013,0090000311,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,ROHTAS,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,004,Ethical,191,1400003251,NOTALGIA TABS (10x10),30042099,CBGK305001,0030000001,STP,25.000,Sales,01.05.2023,01.04.2025,1.00,"209,00","149,29",134.36,"3,359.00",0.00,0.00,"3,359.00",0.00,0.00,"3,359.00",0.00,0.00,6.00,201.54,6.00,201.54,"3,762.08",0.00,0.00,-0.03,"3,762.05",01,30-04-2024,,2425022742,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,4792e036ed6990d6d08765f08035af700634ffe56847706153ad06f9794005e8,182416140752391,,,,0.00,,,,,
0090034041,ZDOM,1000,1301,C&F-Classic Marketing & Associates,,06-05-2024,DI2411000013,0090000311,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,ROHTAS,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,004,Ethical,201,1400003251,NOTALGIA TABS (10x10),30042099,CBGK305001,0030000001,STP,5.000,Free,01.05.2023,01.04.2025,1.00,"209,00","149,29",134.36,671.80,100.00,671.80,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,01,30-04-2024,,2425022742,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,4792e036ed6990d6d08765f08035af700634ffe56847706153ad06f9794005e8,182416140752391,,,,0.00,,,,,
0090034042,ZDOM,1000,1200,,,06-05-2024,DI2410300022,0090000312,10009645,MEDIVIN CARE,CBYPK8517K,04CBYPK8517K1ZY,04,Chandigarh,,10009645,MEDIVIN CARE,CBYPK8517K,04CBYPK8517K1ZY,04,Chandigarh,,CHANDIGARH,10009645,MEDIVIN CARE,003,Critical Care,10,1400004440,CILNIAISH-10 TABLETS (10X15'S),30049099,CBLJ3J002,0030000001,STP,231.000,Sales,01.10.2023,30.09.2025,1.00,"148,50",,95.46,"22,051.26",16.67,"3,675.21","18,376.05",0.00,0.00,"18,376.05",12.00,"2,205.13",0.00,0.00,0.00,0.00,"20,581.18","20,581.18",20.58,-0.24,"20,601.52",BY MAIL,06-05-2024,CH01TB9584,D90760899,DTDC EXPRESS LIMITED,Payment In Advance,1,3.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G08,CC HOD,003,Critical Care,ec068b67812ea6e0c618f7ce4dff35255e7100c0b9b1c83d0e96a021482f6e77,132418220273230,,18552,,0.00,,,,,
0090034042,ZDOM,1000,1200,,,06-05-2024,DI2410300022,0090000312,10009645,MEDIVIN CARE,CBYPK8517K,04CBYPK8517K1ZY,04,Chandigarh,,10009645,MEDIVIN CARE,CBYPK8517K,04CBYPK8517K1ZY,04,Chandigarh,,CHANDIGARH,10009645,MEDIVIN CARE,003,Critical Care,20,1400004603,FEROCOSE-FCM INJ 10 ML,30049099,AL3060,0030000001,EA,12.000,Sales,27.11.2023,31.10.2025,1.00,"1.494,00",,960.43,"11,525.16",16.67,"1,920.84","9,604.32",0.00,0.00,"9,604.32",12.00,"1,152.52",0.00,0.00,0.00,0.00,"10,756.84","10,756.84",10.76,-0.12,"10,767.48",BY MAIL,06-05-2024,CH01TB9584,D90760899,DTDC EXPRESS LIMITED,Payment In Advance,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G08,CC HOD,003,Critical Care,ec068b67812ea6e0c618f7ce4dff35255e7100c0b9b1c83d0e96a021482f6e77,132418220273230,,18552,,0.00,,,,,
0090034045,IV,1000,1101,,,06-05-2024,DI2410200088,0090000313,2100,AISHWARYA LIFESCIENCES,,02AASFA1811H1ZV,02,Himachal Pradesh,,2100,AISHWARYA LIFESCIENCES,,02AASFA1811H1ZV,02,Himachal Pradesh,,BADDI,2100,AISHWARYA LIFESCIENCES,001,IV,31,1400002373,PARANIR-PARACETAMOL INFUSION IP-100ML,30049099,A4073,0030000018,EA,"58,839.000",Sales,01.05.2024,30.04.2026,1.00,"610,00",,23.00,"13,53,297.00",0.00,0.00,"13,53,297.00",0.00,0.00,"13,53,297.00",0.00,0.00,6.00,"81,197.82",6.00,"81,197.82",0.00,0.00,0.00,0.36,"15,15,693.00",,,HP12D9387,2425023100,THE NALAGARH TRUCK OPERATOR UNION,,589,"7,766.748",30,01,Pharma Product,,,,,002,Generic,61f7823a382c8a9b6d27f6bd2c7e29d441f557e5d786bcc3d67478519fa6e05c,132418221381846,341772466909,18549,,0.00,,,,,
0090034048,ZDOM,1000,1200,,,06-05-2024,DI2410300023,0090000314,10004525,MANAGING DIRECTOR UPMSC LIMITED,AACCU2250P,09AACCU2250P1ZZ,09,Uttar Pradesh,LUCKNOW,50000482,AGRA - DRUG WARE HOUSE (UPMSCL),,09AACCU2250P1ZZ,09,Uttar Pradesh,,AGRA,10004525,MANAGING DIRECTOR UPMSC LIMITED,002,Generic,10,1400000415,BUDECEL 0.5MG RESPULES (2ML),30049099,RS3270,0030000001,EA,"4,000.000",Sales,27.12.2023,30.11.2025,1.00,"26,63",,3.35,"13,400.00",0.00,0.00,"13,400.00",0.00,0.00,"13,400.00",12.00,"1,608.00",0.00,0.00,0.00,0.00,"15,008.00",0.00,0.00,0.00,"15,008.00",10282403217,01-05-2024,,2425023100,BLUE DART EXPRESS LIMITED,90 Days after date of invoice,2,25.000,10,01,Pharma Product,O002,Baddi Sales Office,G10,INST SALES HOD,002,Generic,9f7b37593680786ec2e1080c506787cb26336af849529848d0180f07b8884665,132418221919843,,18554,,0.00,,,,,
0090034049,ZDOM,1000,1200,,,06-05-2024,DI2410300024,0090000315,10004525,MANAGING DIRECTOR UPMSC LIMITED,AACCU2250P,09AACCU2250P1ZZ,09,Uttar Pradesh,LUCKNOW,50000483,ALIGARH - DRUG WARE HOUSE (UPMSCL),,09AACCU2250P1ZZ,09,Uttar Pradesh,,ALIGARH,10004525,MANAGING DIRECTOR UPMSC LIMITED,002,Generic,10,1400000415,BUDECEL 0.5MG RESPULES (2ML),30049099,RS3270,0030000001,EA,"5,500.000",Sales,27.12.2023,30.11.2025,1.00,"26,63",,3.35,"18,425.00",0.00,0.00,"18,425.00",0.00,0.00,"18,425.00",12.00,"2,211.00",0.00,0.00,0.00,0.00,"20,636.00",0.00,0.00,0.00,"20,636.00",10282403217,01-05-2024,,2425023100,BLUE DART EXPRESS LIMITED,90 Days after date of invoice,3,36.000,10,01,Pharma Product,O002,Baddi Sales Office,G10,INST SALES HOD,002,Generic,f650df188a15a8e32bfdf21d4bf8bc4c37459de1d2ad440199e06ae63bda04dd,132418221926083,,18554,,0.00,,,,,
0090034050,ZDOM,1000,1200,,,06-05-2024,DI2410300025,0090000316,10004525,MANAGING DIRECTOR UPMSC LIMITED,AACCU2250P,09AACCU2250P1ZZ,09,Uttar Pradesh,LUCKNOW,50000488,AYODHYA - DRUG WARE HOUSE (UPMSCL),,09AACCU2250P1ZZ,09,Uttar Pradesh,,AYODHYA (FAIZABAD),10004525,MANAGING DIRECTOR UPMSC LIMITED,002,Generic,10,1400000415,BUDECEL 0.5MG RESPULES (2ML),30049099,RS3270,0030000001,EA,"4,000.000",Sales,27.12.2023,30.11.2025,1.00,"26,63",,3.35,"13,400.00",0.00,0.00,"13,400.00",0.00,0.00,"13,400.00",12.00,"1,608.00",0.00,0.00,0.00,0.00,"15,008.00",0.00,0.00,0.00,"15,008.00",10282403217,01-05-2024,,2425023100,BLUE DART EXPRESS LIMITED,90 Days after date of invoice,2,28.000,10,01,Pharma Product,O002,Baddi Sales Office,G10,INST SALES HOD,002,Generic,693308bfe3f8e209abb2acfbefeefecdbbed861317b9ce6d6f47252e070757e5,132418221931012,,18554,,0.00,,,,,
0090034051,ZDOM,1000,1200,,,06-05-2024,DI2410300026,0090000317,10004525,MANAGING DIRECTOR UPMSC LIMITED,AACCU2250P,09AACCU2250P1ZZ,09,Uttar Pradesh,LUCKNOW,50000489,AZAMGARH - DRUG WARE HOUSE (UPMSCL),,09AACCU2250P1ZZ,09,Uttar Pradesh,,AZAMGARH,10004525,MANAGING DIRECTOR UPMSC LIMITED,002,Generic,10,1400000415,BUDECEL 0.5MG RESPULES (2ML),30049099,RS3270,0030000001,EA,"4,000.000",Sales,27.12.2023,30.11.2025,1.00,"26,63",,3.35,"13,400.00",0.00,0.00,"13,400.00",0.00,0.00,"13,400.00",12.00,"1,608.00",0.00,0.00,0.00,0.00,"15,008.00",0.00,0.00,0.00,"15,008.00",10282403217,01-05-2024,,2425023100,BLUE DART EXPRESS LIMITED,90 Days after date of invoice,2,28.000,10,01,Pharma Product,O002,Baddi Sales Office,G10,INST SALES HOD,002,Generic,b88926d8a97cd037d63a441a27b6fbfc89814c9190e6de8a903c2182cc3af37d,132418221936594,,18554,,0.00,,,,,
0090034052,ZDOM,1000,1200,,,06-05-2024,DI2410300027,0090000318,10004525,MANAGING DIRECTOR UPMSC LIMITED,AACCU2250P,09AACCU2250P1ZZ,09,Uttar Pradesh,LUCKNOW,50000492,BAHRAICH - DRUG WARE HOUSE (UPMSCL),,09AACCU2250P1ZZ,09,Uttar Pradesh,,BAHRAICH,10004525,MANAGING DIRECTOR UPMSC LIMITED,,,10,1400004681,BUDESONIDE 0.5MG/ML [D130003] UPMSCL,30049099,RS4025,0030000001,EA,"4,000.000",Sales,30.01.2024,31.12.2025,1.00,,,3.35,"13,400.00",0.00,0.00,"13,400.00",0.00,0.00,"13,400.00",12.00,"1,608.00",0.00,0.00,0.00,0.00,"15,008.00",0.00,0.00,0.00,"15,008.00",10282403217,01-05-2024,,2425023100,BLUE DART EXPRESS LIMITED,90 Days after date of invoice,3,27.000,10,01,Pharma Product,O002,Baddi Sales Office,G10,INST SALES HOD,,,1f1509a0d0f98f37743883cfaa3713fa356da6a32129041e5f2c6b8a2e3b6ca3,132418222109665,,18554,,0.00,,,,,
0090034053,ZDOM,1000,1200,,,06-05-2024,DI2410300028,0090000319,10004525,MANAGING DIRECTOR UPMSC LIMITED,AACCU2250P,09AACCU2250P1ZZ,09,Uttar Pradesh,LUCKNOW,50000497,BARABANKI - DISTRICT DRUG WARE HOUS,,09AACCU2250P1ZZ,09,Uttar Pradesh,,BARABANKI,10004525,MANAGING DIRECTOR UPMSC LIMITED,,,10,1400004681,BUDESONIDE 0.5MG/ML [D130003] UPMSCL,30049099,RS4025,0030000001,EA,"4,000.000",Sales,30.01.2024,31.12.2025,1.00,,,3.35,"13,400.00",0.00,0.00,"13,400.00",0.00,0.00,"13,400.00",12.00,"1,608.00",0.00,0.00,0.00,0.00,"15,008.00",0.00,0.00,0.00,"15,008.00",10282403217,01-05-2024,,2425023100,BLUE DART EXPRESS LIMITED,90 Days after date of invoice,3,27.000,10,01,Pharma Product,O002,Baddi Sales Office,G10,INST SALES HOD,,,c0b3bf5e44dda7c82ef871f9ac180b07c8069b9e924ec49217c89a13b61a4ed4,132418222114755,,18554,,0.00,,,,,
0090034054,ZDOM,1000,1200,,,06-05-2024,DI2410300029,0090000320,10004525,MANAGING DIRECTOR UPMSC LIMITED,AACCU2250P,09AACCU2250P1ZZ,09,Uttar Pradesh,LUCKNOW,50000498,BASTI - DRUG WARE HOUSE (UPMSCL),,09AACCU2250P1ZZ,09,Uttar Pradesh,,BASTI,10004525,MANAGING DIRECTOR UPMSC LIMITED,,,10,1400004681,BUDESONIDE 0.5MG/ML [D130003] UPMSCL,30049099,RS4025,0030000001,EA,"4,000.000",Sales,30.01.2024,31.12.2025,1.00,,,3.35,"13,400.00",0.00,0.00,"13,400.00",0.00,0.00,"13,400.00",12.00,"1,608.00",0.00,0.00,0.00,0.00,"15,008.00",0.00,0.00,0.00,"15,008.00",10282403217,01-05-2024,,2425023100,BLUE DART EXPRESS LIMITED,90 Days after date of invoice,3,27.000,10,01,Pharma Product,O002,Baddi Sales Office,G10,INST SALES HOD,,,00eb47050cee5fc83193cb2dc0265f9fd876952cd486904118609d1f6b06b481,132418222116373,,18554,,0.00,,,,,
0090034055,ZDOM,1000,1200,,,06-05-2024,DI2410300030,0090000321,10004525,MANAGING DIRECTOR UPMSC LIMITED,AACCU2250P,09AACCU2250P1ZZ,09,Uttar Pradesh,LUCKNOW,50000490,BADAUN - DRUG WARE HOUSE (UPMSCL),,09AACCU2250P1ZZ,09,Uttar Pradesh,,BADAUN,10004525,MANAGING DIRECTOR UPMSC LIMITED,,,10,1400004681,BUDESONIDE 0.5MG/ML [D130003] UPMSCL,30049099,RS4025,0030000001,EA,"4,000.000",Sales,30.01.2024,31.12.2025,1.00,,,3.35,"13,400.00",0.00,0.00,"13,400.00",0.00,0.00,"13,400.00",12.00,"1,608.00",0.00,0.00,0.00,0.00,"15,008.00",0.00,0.00,0.00,"15,008.00",10282403217,01-05-2024,,2425023100,BLUE DART EXPRESS LIMITED,90 Days after date of invoice,3,27.000,10,01,Pharma Product,O002,Baddi Sales Office,G10,INST SALES HOD,,,40924ab33cff679c671e4723fd573b6b0c950affab0dd40e0764ae87ec1b2151,132418222117752,,18554,,0.00,,,,,
0090034056,ZDOM,1000,1200,,,06-05-2024,DI2410300031,0090000322,10004525,MANAGING DIRECTOR UPMSC LIMITED,AACCU2250P,09AACCU2250P1ZZ,09,Uttar Pradesh,LUCKNOW,50000500,BULANDSHAHR - DRUG WARE HOUSE (UPMS,,09AACCU2250P1ZZ,09,Uttar Pradesh,,BULANDSHAHR,10004525,MANAGING DIRECTOR UPMSC LIMITED,,,10,1400004681,BUDESONIDE 0.5MG/ML [D130003] UPMSCL,30049099,RS4025,0030000001,EA,"4,000.000",Sales,30.01.2024,31.12.2025,1.00,,,3.35,"13,400.00",0.00,0.00,"13,400.00",0.00,0.00,"13,400.00",12.00,"1,608.00",0.00,0.00,0.00,0.00,"15,008.00",0.00,0.00,0.00,"15,008.00",10282403217,01-05-2024,,2425023100,BLUE DART EXPRESS LIMITED,90 Days after date of invoice,3,27.000,10,01,Pharma Product,O002,Baddi Sales Office,G10,INST SALES HOD,,,987a82ecbd351e53ff2de90be1325c229caca61bb2442867f1802156f3854001,132418222118900,,18554,,0.00,,,,,
0090034057,ZDOM,1000,1200,,,06-05-2024,DI2410300032,0090000323,10004525,MANAGING DIRECTOR UPMSC LIMITED,AACCU2250P,09AACCU2250P1ZZ,09,Uttar Pradesh,LUCKNOW,50000501,CHANDAULI - DRUG WARE HOUSE (UPMSCL,,09AACCU2250P1ZZ,09,Uttar Pradesh,,CHANDAULI,10004525,MANAGING DIRECTOR UPMSC LIMITED,,,10,1400004681,BUDESONIDE 0.5MG/ML [D130003] UPMSCL,30049099,RS4025,0030000001,EA,"4,000.000",Sales,30.01.2024,31.12.2025,1.00,,,3.35,"13,400.00",0.00,0.00,"13,400.00",0.00,0.00,"13,400.00",12.00,"1,608.00",0.00,0.00,0.00,0.00,"15,008.00",0.00,0.00,0.00,"15,008.00",10282403217,01-05-2024,,2425023100,BLUE DART EXPRESS LIMITED,90 Days after date of invoice,3,27.000,10,01,Pharma Product,O002,Baddi Sales Office,G10,INST SALES HOD,,,312b55064727d45843ff1dbf7ddbf8697205212c6be1a342d9f096af3efa720a,132418222120154,,18554,,0.00,,,,,
0090034058,ZDOM,1000,1200,,,06-05-2024,DI2410300033,0090000324,10004525,MANAGING DIRECTOR UPMSC LIMITED,AACCU2250P,09AACCU2250P1ZZ,09,Uttar Pradesh,LUCKNOW,50000504,ETAH - DRUG WARE HOUSE (UPMSCL),,09AACCU2250P1ZZ,09,Uttar Pradesh,,ETAH,10004525,MANAGING DIRECTOR UPMSC LIMITED,,,10,1400004681,BUDESONIDE 0.5MG/ML [D130003] UPMSCL,30049099,RS4025,0030000001,EA,"4,000.000",Sales,30.01.2024,31.12.2025,1.00,,,3.35,"13,400.00",0.00,0.00,"13,400.00",0.00,0.00,"13,400.00",12.00,"1,608.00",0.00,0.00,0.00,0.00,"15,008.00",0.00,0.00,0.00,"15,008.00",10282403217,01-05-2024,,2425023100,BLUE DART EXPRESS LIMITED,90 Days after date of invoice,3,27.000,10,01,Pharma Product,O002,Baddi Sales Office,G10,INST SALES HOD,,,6aa279b0840c9fb61989a8a0c45ce4a5f0b2da9ec2f0284bde34edec274e1e0f,132418222121852,,18554,,0.00,,,,,
0090034059,ZDOM,1000,1200,,,06-05-2024,DI2410300034,0090000325,10004525,MANAGING DIRECTOR UPMSC LIMITED,AACCU2250P,09AACCU2250P1ZZ,09,Uttar Pradesh,LUCKNOW,50000509,GAUTAMBUDH NAGAR - DRUG WARE HOUSE,,09AACCU2250P1ZZ,09,Uttar Pradesh,,"GAUTAMBUDH
NAGAR",10004525,MANAGING DIRECTOR UPMSC LIMITED,,,10,1400004681,BUDESONIDE 0.5MG/ML [D130003] UPMSCL,30049099,RS4025,0030000001,EA,"4,000.000",Sales,30.01.2024,31.12.2025,1.00,,,3.35,"13,400.00",0.00,0.00,"13,400.00",0.00,0.00,"13,400.00",12.00,"1,608.00",0.00,0.00,0.00,0.00,"15,008.00",0.00,0.00,0.00,"15,008.00",10282403217,01-05-2024,,2425023100,BLUE DART EXPRESS LIMITED,90 Days after date of invoice,3,27.000,10,01,Pharma Product,O002,Baddi Sales Office,G10,INST SALES HOD,,,f9758070a645b26aa578cba782877141a78c5e6148d0a065eb358a3325c0c7ce,132418222129580,,18554,,0.00,,,,,
0090034060,ZDOM,1000,1200,,,06-05-2024,DI2410300035,0090000326,10004525,MANAGING DIRECTOR UPMSC LIMITED,AACCU2250P,09AACCU2250P1ZZ,09,Uttar Pradesh,LUCKNOW,50000515,HAPUR - DRUG WARE HOUSE (UPMSCL),,09AACCU2250P1ZZ,09,Uttar Pradesh,,HAPUR,10004525,MANAGING DIRECTOR UPMSC LIMITED,,,10,1400004681,BUDESONIDE 0.5MG/ML [D130003] UPMSCL,30049099,RS4025,0030000001,EA,"4,000.000",Sales,30.01.2024,31.12.2025,1.00,,,3.35,"13,400.00",0.00,0.00,"13,400.00",0.00,0.00,"13,400.00",12.00,"1,608.00",0.00,0.00,0.00,0.00,"15,008.00",0.00,0.00,0.00,"15,008.00",10282403217,01-05-2024,,2425023100,BLUE DART EXPRESS LIMITED,90 Days after date of invoice,3,27.000,10,01,Pharma Product,O002,Baddi Sales Office,G10,INST SALES HOD,,,d6520054e1f6222e2c041fd02a3de3949fe5212164c97f947751460b4feb5754,132418222131026,,18554,,0.00,,,,,
0090034061,ZDOM,1000,1200,,,06-05-2024,DI2410300036,0090000327,10004525,MANAGING DIRECTOR UPMSC LIMITED,AACCU2250P,09AACCU2250P1ZZ,09,Uttar Pradesh,LUCKNOW,50000516,HARDOI - DRUG WARE HOUSE (UPMSCL),,09AACCU2250P1ZZ,09,Uttar Pradesh,,HARDOI,10004525,MANAGING DIRECTOR UPMSC LIMITED,,,10,1400004681,BUDESONIDE 0.5MG/ML [D130003] UPMSCL,30049099,RS4025,0030000001,EA,"4,000.000",Sales,30.01.2024,31.12.2025,1.00,,,3.35,"13,400.00",0.00,0.00,"13,400.00",0.00,0.00,"13,400.00",12.00,"1,608.00",0.00,0.00,0.00,0.00,"15,008.00",0.00,0.00,0.00,"15,008.00",10282403217,01-05-2024,,2425023100,BLUE DART EXPRESS LIMITED,90 Days after date of invoice,3,27.000,10,01,Pharma Product,O002,Baddi Sales Office,G10,INST SALES HOD,,,72d7ba0e4f800d2b6b2123a5e9ba800660f0c3075e0fc0746e2e8df97865bbbc,132418222132335,,18554,,0.00,,,,,
0090034062,ZDOM,1000,1200,,,06-05-2024,DI2410300037,0090000328,10004525,MANAGING DIRECTOR UPMSC LIMITED,AACCU2250P,09AACCU2250P1ZZ,09,Uttar Pradesh,LUCKNOW,50000523,KANPUR NAGAR - DRUG WARE HOUSE (UPM,,09AACCU2250P1ZZ,09,Uttar Pradesh,,KANPUR NAGAR,10004525,MANAGING DIRECTOR UPMSC LIMITED,,,10,1400004681,BUDESONIDE 0.5MG/ML [D130003] UPMSCL,30049099,RS4025,0030000001,EA,"4,000.000",Sales,30.01.2024,31.12.2025,1.00,,,3.35,"13,400.00",0.00,0.00,"13,400.00",0.00,0.00,"13,400.00",12.00,"1,608.00",0.00,0.00,0.00,0.00,"15,008.00",0.00,0.00,0.00,"15,008.00",10282403217,01-05-2024,,2425023100,BLUE DART EXPRESS LIMITED,90 Days after date of invoice,3,27.000,10,01,Pharma Product,O002,Baddi Sales Office,G10,INST SALES HOD,,,50c4809383b6448ff94e65b884e1dac21b578e630d5a46e644a9b55ae45c50b2,132418222134032,,18554,,0.00,,,,,
0090034063,ZDOM,1000,1200,,,06-05-2024,DI2410300038,0090000329,10004525,MANAGING DIRECTOR UPMSC LIMITED,AACCU2250P,09AACCU2250P1ZZ,09,Uttar Pradesh,LUCKNOW,50000524,KASGANJ - DRUG WARE HOUSE (UPMSCL),,09AACCU2250P1ZZ,09,Uttar Pradesh,,KASGANJ,10004525,MANAGING DIRECTOR UPMSC LIMITED,,,10,1400004681,BUDESONIDE 0.5MG/ML [D130003] UPMSCL,30049099,RS4025,0030000001,EA,"4,000.000",Sales,30.01.2024,31.12.2025,1.00,,,3.35,"13,400.00",0.00,0.00,"13,400.00",0.00,0.00,"13,400.00",12.00,"1,608.00",0.00,0.00,0.00,0.00,"15,008.00",0.00,0.00,0.00,"15,008.00",10282403217,01-05-2024,,2425023100,BLUE DART EXPRESS LIMITED,90 Days after date of invoice,3,27.000,10,01,Pharma Product,O002,Baddi Sales Office,G10,INST SALES HOD,,,4064735257116e7e2ddf3420228b6a8c44ce2fa1f10bc9edc8d90042138b6af6,132418222140893,,18554,,0.00,,,,,
0090034064,ZDOM,1000,1200,,,06-05-2024,DI2410300039,0090000330,10004525,MANAGING DIRECTOR UPMSC LIMITED,AACCU2250P,09AACCU2250P1ZZ,09,Uttar Pradesh,LUCKNOW,50000526,KUSHINAGAR - DRUG WARE HOUSE (UPMSC,,09AACCU2250P1ZZ,09,Uttar Pradesh,,KUSHINAGAR,10004525,MANAGING DIRECTOR UPMSC LIMITED,,,10,1400004681,BUDESONIDE 0.5MG/ML [D130003] UPMSCL,30049099,RS4025,0030000001,EA,"4,000.000",Sales,30.01.2024,31.12.2025,1.00,,,3.35,"13,400.00",0.00,0.00,"13,400.00",0.00,0.00,"13,400.00",12.00,"1,608.00",0.00,0.00,0.00,0.00,"15,008.00",0.00,0.00,0.00,"15,008.00",10282403217,01-05-2024,,2425023100,BLUE DART EXPRESS LIMITED,90 Days after date of invoice,3,27.000,10,01,Pharma Product,O002,Baddi Sales Office,G10,INST SALES HOD,,,1698b2cad8954e360b1a6d288ff1047fdde07c65d2e222ae7d3a9dfe0efed5b4,132418222145436,,18554,,0.00,,,,,
